UN00002	A0A0K9P775_ZOSMR	65.3	271	89	2	1487	675	262	527	2.2e-103	381.3
UN00002	F6H428_VITVI	62.5	272	99	2	1487	675	219	488	3.9e-100	370.5
UN00002	A0A061EKW7_THECC	62.5	277	96	2	1487	675	399	673	5.2e-100	370.2
UN00002	A0A0D2TKQ7_GOSRA	60.6	277	101	2	1487	675	390	664	1.6e-96	358.6
UN00002	A0A059BF39_EUCGR	60.5	276	102	2	1487	675	466	739	4.5e-96	357.1
UN00002	M5WX12_PRUPE	60.5	271	88	2	1487	675	369	620	1.3e-95	355.5
UN00002	A0A0B0P721_GOSAR	59.5	284	100	3	1487	675	402	683	2.2e-95	354.8
UN00002	A0A124S3J1_CYNCS	59.3	273	107	3	1487	675	407	677	5.0e-95	353.6
UN00002	A0A067L3Q8_JATCU	60.3	277	102	3	1487	675	378	652	8.5e-95	352.8
UN00002	A0A0S3RW60_PHAAN	60.6	277	100	4	1487	675	390	663	8.5e-95	352.8
UN00002	A0A0J8EWH4_BETVU	59.6	277	104	3	1487	675	352	626	4.2e-94	350.5
UN00002	U5D9Z1_AMBTC	60.4	278	101	3	1490	675	183	457	9.4e-94	349.4
UN00002	A0A0R0FUI7_SOYBN	59.8	276	104	3	1487	675	410	683	1.2e-93	349.0
UN00002	V7CLH6_PHAVU	59.9	277	102	4	1487	675	403	676	1.6e-93	348.6
UN00002	A0A0B2SQN6_GLYSO	58.8	277	106	4	1487	675	365	639	4.7e-93	347.1
UN00002	A0A0R0GZF1_SOYBN	58.8	277	106	4	1487	675	351	625	4.7e-93	347.1
UN00002	I1LZX0_SOYBN	58.8	277	106	4	1487	675	354	628	4.7e-93	347.1
UN00002	A0A0L9U7P6_PHAAN	59.4	283	100	5	1487	675	387	666	8.0e-93	346.3
UN00002	I1N817_SOYBN	59.1	276	106	3	1487	675	79	352	8.0e-93	346.3
UN00002	A0A0J8C0P4_BETVU	59.6	277	104	4	1487	675	566	840	3.0e-92	344.4
UN00002	A0A072UAM7_MEDTR	58.8	277	106	4	1487	675	383	657	8.8e-92	342.8
UN00002	A0A068V7Y8_COFCA	59.6	275	105	3	1487	675	370	642	8.8e-92	342.8
UN00002	A0A077RZJ2_WHEAT	53.8	314	138	5	1601	675	311	622	3.3e-91	340.9
UN00002	B9RGX3_RICCO	57.1	287	105	3	1487	675	353	637	3.3e-91	340.9
UN00002	G7KXA0_MEDTR	59.4	278	103	5	1487	675	446	720	4.4e-91	340.5
UN00003	A0A103YCP1_CYNCS	76.7	43	9	1	574	449	1	43	1.7e-08	64.7
UN00003	W1P0Y8_AMBTC	76.2	42	9	1	574	452	1	42	3.7e-08	63.5
UN00003	A0A103XZ07_CYNCS	68.1	47	14	1	574	437	1	47	8.3e-08	62.4
UN00003	A0A0A9U6U2_ARUDO	72.1	43	11	1	574	449	1	43	1.4e-07	61.6
UN00003	A5AH21_VITVI	70.8	48	12	2	574	437	1	48	2.4e-07	60.8
UN00003	A0A0K9PHP2_ZOSMR	75.6	41	9	1	571	452	4	44	3.2e-07	60.5
UN00003	A0A0D6R7J3_ARACU	63.3	49	17	1	595	452	2	50	5.4e-07	59.7
UN00003	K3XZS3_SETIT	69.0	42	12	1	574	452	49	90	7.0e-07	59.3
UN00003	K3Y020_SETIT	69.0	42	12	1	574	452	49	90	7.0e-07	59.3
UN00003	K3XZM1_SETIT	69.0	42	12	1	574	452	49	90	7.0e-07	59.3
UN00003	A0A022QDW5_ERYGU	55.0	60	25	2	601	428	139	198	7.0e-07	59.3
UN00003	A0A022R7S1_ERYGU	64.7	51	16	2	574	428	1	51	9.2e-07	58.9
UN00003	A2YAL2_ORYSI	66.7	42	13	1	574	452	1	42	9.2e-07	58.9
UN00003	A0A0L9V242_PHAAN	68.2	44	13	1	568	440	4	47	1.2e-06	58.5
UN00003	A0A0S3RQ02_PHAAN	68.2	44	13	1	568	440	4	47	1.2e-06	58.5
UN00003	Q69TW4_ORYSJ	66.7	42	13	1	574	452	1	42	1.6e-06	58.2
UN00003	A0A0E0HMM6_ORYNI	66.7	42	13	1	574	452	1	42	1.6e-06	58.2
UN00003	A0A0E0A6N2_9ORYZ	66.7	42	13	1	574	452	1	42	1.6e-06	58.2
UN00003	I1Q0J8_ORYGL	66.7	42	13	1	574	452	1	42	1.6e-06	58.2
UN00003	A0A0E0PUZ4_ORYRU	66.7	42	13	1	574	452	1	42	1.6e-06	58.2
UN00003	A0A0E0L981_ORYPU	70.0	40	11	1	568	452	4	43	1.6e-06	58.2
UN00003	A0A0E0DYR2_9ORYZ	66.7	42	13	1	574	452	1	42	1.6e-06	58.2
UN00003	A2YAK8_ORYSI	66.7	42	13	1	574	452	1	42	1.6e-06	58.2
UN00003	A0A0D3GE44_9ORYZ	66.7	42	13	1	574	452	1	42	1.6e-06	58.2
UN00003	C6T0J9_SOYBN	64.4	45	15	1	571	440	4	48	2.0e-06	57.8
